item_id|employee_id|date|quantity_before|quantity_after
10021|10002|1281977904|186|174
10119|10040|1419791601|102|170
10197|10030|1247371974|64|58
10019|10001|1417080576|227|156
10128|10016|1294592015|202|47
10202|10023|1401044743|230|47
10229|10030|1314664261|100|127
10076|10025|1428799590|50|83
10257|10026|1420854022|166|65
10090|10027|1277929930|130|160
10051|10027|1415991025|171|62
10183|10045|1244270632|130|228
10121|10009|1281437355|176|155
10166|10003|1277556981|96|173
10013|10038|1293606373|49|57
10128|10019|1270023646|125|161
10225|10045|1380637842|72|66
10098|10015|1366280234|221|59
10057|10040|1367590472|103|85
10126|10001|1334298277|131|173
10131|10016|1240073985|58|143
10267|10042|1241329450|160|207
10270|10042|1379592844|166|166
10252|10003|1296364067|168|108
10007|10003|1385855574|57|135
10116|10003|1292546489|87|85
10027|10020|1311540619|63|61
10243|10021|1398141658|140|190
10101|10045|1330849496|216|227
10214|10027|1384630859|84|144
10063|10019|1343047723|227|225
10074|10013|1212692982|224|180
10083|10023|1291863112|201|162
10197|10022|1335518798|189|116
10222|10043|1351083030|113|144
10088|10029|1205398933|128|79
10292|10041|1306108696|126|204
10146|10044|1428458371|136|122
10008|10030|1386372475|183|167
10236|10010|1376325869|92|187
10285|10025|1442780065|224|168
10297|10014|1362634082|50|175
10135|10040|1387163808|86|115
10141|10036|1346492431|165|224
10217|10046|1430223278|64|167
10263|10046|1273467169|158|199
10031|10037|1296162607|157|156
10168|10006|1318378133|54|202
10002|10018|1318245314|186|129
10013|10046|1366526123|58|195
10201|10003|1265410120|194|204
10019|10019|1326396043|55|160
10060|10004|1323608889|110|99
10199|10012|1368194039|97|48
10041|10033|1237197517|152|216
10294|10046|1380671895|137|192
10006|10003|1375052238|171|158
10040|10007|1401998336|132|187
10118|10020|1273151673|103|125
10280|10045|1283212531|98|48
10101|10030|1234995660|112|79
10057|10009|1275503344|65|208
10213|10013|1443716947|72|56
10151|10046|1386321964|103|102
10126|10040|1246626111|115|67
10148|10022|1275433156|79|163
10081|10033|1234817840|116|189
10228|10003|1413116361|52|132
10165|10041|1402374118|221|145
10018|10026|1239320417|229|90
10258|10019|1304197046|53|107
10125|10046|1262438690|231|77
10243|10000|1337285088|216|177
10186|10017|1267440728|162|204
10116|10014|1350625202|84|228
10263|10006|1322874708|160|87
10124|10033|1276298886|58|197
10115|10031|1395199788|113|209
10138|10001|1424226740|193|54
10050|10022|1271808786|175|71
10121|10006|1303836720|158|80
10137|10017|1250497181|140|227
10153|10011|1311190400|67|199
10156|10029|1231337336|182|146
10055|10034|1351554414|192|123
10215|10027|1267344733|111|200
10015|10003|1332743819|83|170
10199|10036|1216665933|199|199
10044|10035|1435996935|141|91
10025|10031|1401460382|153|84
10025|10021|1227358834|160|208
10164|10044|1300574016|210|204
10076|10040|1436356615|98|59
10004|10018|1415760595|162|124
10254|10028|1251663596|141|94
10034|10029|1411794910|222|213
10228|10033|1387075383|154|79
10043|10034|1233849357|53|173
10011|10008|1277948024|62|149
10056|10016|1396346519|155|232
10166|10018|1341526047|126|171
10135|10010|1341296242|110|232
10118|10044|1206860964|196|179
10236|10029|1385130472|120|218
10140|10005|1389820724|61|57
10087|10041|1205998485|209|143
10123|10016|1234875795|165|120
10062|10015|1225127146|202|68
10247|10039|1206532770|182|55
10148|10015|1396114926|125|155
10017|10033|1302895399|192|168
10115|10024|1432039066|91|162
10003|10006|1414718244|50|133
10046|10028|1356768447|186|142
10089|10018|1351490293|154|71
10153|10001|1411525922|146|143
10241|10022|1239473242|56|106
10224|10004|1382322701|68|81
10105|10016|1345221202|204|142
10148|10026|1219083534|47|221
10117|10015|1370061446|150|74
10127|10036|1263668511|207|142
10122|10039|1257193733|135|181
10116|10009|1206138829|130|70
10223|10000|1422949213|140|177
10120|10043|1439641978|64|202
10039|10014|1390601774|143|159
10233|10004|1214970412|120|190
10232|10031|1233571605|202|229
10014|10013|1318866901|182|96
10278|10024|1381355504|228|136
10022|10009|1389389849|121|184
10049|10027|1434306448|180|147
10017|10008|1289776290|195|194
10050|10007|1371479166|178|89
10090|10034|1211637416|138|61
10164|10021|1319399706|176|109
10035|10021|1223616124|80|158
10078|10006|1310335994|208|196
10039|10000|1292878767|51|112
10169|10010|1273222358|232|187
10008|10044|1298152361|69|113
10104|10023|1268537434|159|88
10087|10035|1244802042|166|57
10124|10008|1212253661|69|149
10242|10006|1213686226|206|135
10133|10009|1436259713|62|198
10125|10023|1208727680|56|162
10034|10042|1333461339|158|131
10283|10033|1246369653|144|125
10146|10017|1216107166|86|179
10294|10008|1213904368|105|66
10114|10021|1229152064|139|68
10121|10013|1404249421|142|109
10136|10013|1317483631|152|178
10205|10046|1297501274|220|123
10126|10000|1310549086|226|103
10183|10043|1428397369|151|54
10039|10023|1355688527|130|196
10118|10004|1238685431|212|197
10248|10021|1396823293|74|194
10194|10026|1336862792|84|73
10230|10045|1251933192|185|153
10031|10025|1434870002|197|217
10068|10039|1212805838|143|227
10130|10019|1410153440|92|127
10168|10034|1441104313|174|114
10043|10045|1295363103|52|139
10055|10036|1283317946|117|112
10030|10017|1248465900|217|188
10179|10032|1280171829|98|86
10044|10014|1305697370|108|230
10275|10006|1405827653|163|217
10110|10011|1345279594|50|95
10172|10031|1368005519|203|77
10245|10007|1356819275|136|170
10192|10039|1298758299|119|81
10009|10033|1295788629|136|80
10198|10001|1444292457|100|125
10165|10030|1324386859|56|145
10145|10011|1250607655|154|67
10119|10034|1440771185|86|179
10122|10000|1231103486|148|48
10064|10019|1418120426|114|122
10102|10019|1366257227|160|117
10126|10005|1239494685|154|138
10297|10042|1357887466|190|58
10028|10021|1336977401|124|205
10239|10016|1372044732|121|145
10064|10029|1294487041|62|216
10199|10021|1319539532|94|165
10194|10006|1348905025|51|164
10195|10024|1218902915|213|231
10175|10018|1362142662|214|47
10296|10029|1295883793|174|214
10252|10035|1354869426|160|119
10030|10025|1224292482|152|197
10008|10010|1401894759|176|162
10071|10009|1436589097|227|71
10131|10023|1348964040|193|95
10085|10007|1220698391|210|160
10128|10028|1277428535|120|167
10063|10014|1401774887|90|108
10269|10009|1416603996|174|225
10154|10008|1389006234|98|152
10206|10039|1264641456|175|110
10264|10045|1263157850|169|208
10153|10003|1252043162|186|106
10111|10028|1376488417|50|95
10170|10046|1211828843|65|50
10098|10012|1322038701|80|218
10121|10028|1277889482|50|201
10172|10037|1318732519|73|90
10139|10013|1271046763|70|76
10282|10017|1232465498|170|47
10260|10005|1409878119|217|104
10104|10030|1365364239|148|113
10111|10021|1310406622|222|227
10154|10035|1439078413|54|212
10163|10041|1428388711|106|131
10164|10046|1270260890|130|198
10138|10044|1295452289|60|228
10298|10000|1301511321|59|50
10097|10019|1389665044|137|128
10274|10015|1284909360|159|106
10105|10010|1238272337|187|103
10168|10044|1361775985|126|175
10140|10032|1417631590|183|82
10216|10038|1303411421|156|93
10127|10017|1331753708|81|109
10053|10003|1354089632|164|217
10129|10044|1307366765|134|178
10260|10010|1289648218|94|160
10221|10024|1423182415|231|71
10244|10044|1377199707|167|88
10051|10005|1288218557|69|181
10227|10039|1225442746|225|156
10019|10025|1316285294|192|50
10224|10028|1431095088|103|177
10289|10037|1377394463|99|188
10018|10037|1359888315|228|60
10070|10037|1399420277|170|198
10275|10011|1233170310|220|201
10277|10017|1431308645|85|100
10175|10042|1337890921|217|60
10083|10019|1272208936|200|218
10192|10035|1247082261|219|146
10140|10041|1243882172|175|151
10084|10000|1426390805|87|219
10156|10043|1284462390|61|131
10084|10008|1426729722|159|106
10270|10017|1249419102|207|168
10213|10022|1326118596|184|188
10228|10001|1445264247|202|146
10259|10024|1318717444|154|178
10297|10046|1433521998|55|142
10254|10018|1270874166|111|160
10263|10003|1205512275|214|161
10149|10038|1304614914|170|59
10161|10036|1258284297|207|164
10040|10046|1349234437|185|72
10063|10014|1230366645|95|232
10000|10013|1219075717|148|182
10175|10024|1320782839|184|213
10077|10031|1434075303|142|88
10103|10040|1219128587|186|105
10202|10040|1403292162|139|196
10169|10014|1390070903|97|156
10083|10029|1440519718|160|173
10204|10002|1326552747|141|231
10237|10021|1212407784|214|133
10207|10043|1380487537|156|132
10023|10038|1249908819|173|73
10199|10040|1214809936|101|128
10299|10020|1392756685|146|155
10027|10014|1268753742|114|200
10246|10042|1303876020|163|77
10283|10020|1431962186|165|135
10093|10029|1369353332|124|216
10268|10006|1381519217|221|136
10030|10012|1314916203|101|79
10072|10046|1240092279|147|207
10149|10035|1210054346|230|58
10256|10021|1268713119|207|152
10263|10002|1437009991|131|80
10100|10044|1403463636|195|221
10234|10019|1333388776|87|62
10268|10014|1225803718|165|132
10067|10023|1347628306|147|143
10098|10005|1378613539|222|147
10294|10040|1236424124|175|196
10187|10033|1223338829|154|197
10123|10034|1425879802|229|58
10282|10043|1306386279|180|214
10129|10008|1434525082|64|206
10113|10028|1217449995|131|88
10061|10040|1402339062|120|186
10132|10026|1221329343|128|162
10208|10032|1311660018|209|210
10100|10045|1216820167|89|131
10204|10000|1260592953|207|140
10141|10015|1314116294|182|110
10259|10037|1258891186|124|198
10108|10035|1386015019|126|138
10240|10026|1376435474|117|199
10116|10029|1330028622|229|202
10114|10024|1437559045|173|173
10167|10022|1364314833|190|129
10089|10033|1313152089|154|60
10054|10003|1270962690|232|147
10005|10034|1368120559|53|204
10266|10045|1377087284|231|75
10270|10040|1434763991|51|174
10244|10032|1391933311|223|185
10176|10043|1309276623|84|145
10165|10017|1404111982|219|213
10136|10032|1383321608|143|182
10124|10038|1393680164|108|231
10028|10025|1283640773|107|209
10297|10016|1327052784|206|154
10035|10045|1211043895|61|204
10179|10042|1266556312|65|127
10042|10032|1429879487|136|191
10248|10026|1439465763|180|220
10284|10012|1292786496|227|193
10181|10036|1442682587|47|133
10031|10030|1260209959|165|212
10106|10044|1404926254|109|105
10152|10028|1432312756|195|187
10123|10021|1364140546|80|195
10132|10018|1338951894|221|149
10130|10003|1206385325|136|126
10223|10028|1397141241|93|57
10229|10040|1269393455|55|68
10295|10023|1284084067|182|203
10134|10025|1269892227|119|143
10081|10040|1359991669|68|113
10039|10040|1298998238|157|47
10043|10006|1305192467|167|151
10273|10046|1275345605|167|117
10278|10005|1421779455|58|217
10241|10039|1340585100|66|124
10137|10010|1244236664|173|123
10265|10008|1306125698|164|115
10201|10002|1383014504|231|134
10031|10025|1301761286|165|151
10161|10011|1239416608|198|172
10078|10001|1270280006|210|64
10191|10000|1264917809|65|169
10253|10023|1254087832|189|201
10135|10038|1207022056|172|95
10140|10025|1408519235|62|161
10073|10015|1313475280|141|115
10198|10001|1428465496|166|80
10031|10015|1300394724|172|71
10008|10012|1365905019|144|57
10287|10001|1331174479|216|84
10205|10007|1425052178|205|150
10116|10041|1286341927|72|107
10276|10004|1238598724|54|63
10130|10004|1220131315|92|110
10242|10041|1402023378|206|129
10199|10015|1287328862|109|66
10094|10032|1404541254|109|174
10202|10025|1349176141|79|190
10004|10041|1344655784|101|180
10190|10043|1428069117|211|49
10083|10019|1332620291|78|110
10222|10045|1219930564|110|52
10077|10030|1392330081|231|140
10052|10012|1297991210|91|113
10063|10006|1364046311|224|211
10234|10020|1224846499|100|196
10054|10001|1308149147|165|104
10144|10025|1271070154|99|65
10022|10025|1218122390|180|111
10267|10034|1356667943|129|171
10075|10020|1294150035|173|195
10102|10021|1245388474|47|79
10077|10012|1379215243|201|119
10049|10001|1401610846|177|100
10105|10022|1251107673|177|146
10203|10004|1345034181|92|72
10220|10037|1261923096|221|90
10167|10012|1437846293|94|53
10088|10022|1402926431|186|119
10085|10017|1406775554|89|208
10076|10040|1274338758|109|176
10037|10043|1295561151|206|186
10035|10036|1370865282|192|231
10237|10027|1338921015|73|195
10160|10044|1385443282|114|128
10205|10025|1368535212|88|151
10282|10027|1416920556|75|196
10033|10025|1267037662|129|227
10083|10045|1280856680|107|187
10059|10028|1406150107|48|191
10088|10028|1433750491|146|111
10223|10002|1298999907|185|133
10077|10000|1237963840|131|113
10285|10039|1292779461|214|104
10009|10039|1244847860|222|162
10242|10032|1292549603|82|215
10292|10031|1397038475|212|47
10185|10024|1276829795|177|84
10143|10009|1300002367|87|182
10170|10009|1370877439|209|104
10000|10020|1227300073|49|87
10002|10010|1412652327|183|63
10036|10035|1220285871|173|205
10003|10019|1433841310|212|136
10251|10036|1402255098|174|60
10087|10015|1337730515|93|77
10030|10001|1248604760|200|207
10058|10013|1205245319|132|198
10260|10012|1420664196|152|91
10007|10023|1390810703|120|144
10208|10029|1242023198|202|228
10184|10021|1433449490|97|72
10148|10020|1289434363|70|75
10006|10044|1397043737|94|88
10243|10021|1260417713|83|74
10233|10046|1403601163|167|127
10223|10002|1261069327|181|102
10102|10020|1293410831|143|201
10243|10010|1413779630|135|169
10149|10004|1268015871|215|54
10141|10035|1299967690|116|158
10059|10014|1420317623|220|122
10089|10006|1263754874|172|93
10008|10011|1228967399|128|141
10207|10004|1335214267|190|88
10190|10018|1352847791|104|112
10077|10026|1205697775|105|202
10012|10007|1411715682|194|96
10219|10023|1342188214|49|213
10080|10025|1338560699|152|137
10026|10017|1235896022|122|102
10109|10009|1294993518|117|228
10192|10004|1398510404|167|113
10141|10016|1336466471|74|170
10159|10016|1353768842|90|48
10165|10009|1365342583|215|102
10297|10018|1440584263|115|129
10055|10025|1375555677|195|211
10013|10011|1383908962|213|58
10166|10029|1296892695|63|129
10292|10009|1319127114|68|170
10059|10017|1368242665|121|123
10088|10009|1248935376|70|168
10212|10030|1308131292|149|159
10114|10001|1227364190|75|215
10037|10011|1354906236|170|83
10112|10026|1403253816|66|114
10049|10015|1320040483|219|66
10027|10028|1412187465|203|51
10260|10002|1392833438|52|202
10058|10040|1304419972|179|119
10027|10001|1425148584|107|129
10125|10029|1426817837|187|171
10142|10020|1257630605|93|204
10189|10024|1295827771|186|193
10178|10023|1314084205|69|131
10063|10026|1349886055|200|121
10187|10001|1397034357|85|133
10191|10007|1375150118|190|164
10221|10025|1358976656|152|114
10128|10007|1289532943|90|232
10141|10008|1394105237|137|149
10030|10025|1208288627|226|208
10137|10025|1261710521|173|190
10031|10039|1276012461|232|147
10264|10004|1336354578|207|206
10299|10018|1344281914|195|221
10109|10026|1423951618|232|99
10035|10008|1294130726|188|192
10153|10041|1231274149|98|70
10163|10031|1308370189|73|121
10244|10037|1428867003|223|174
10023|10016|1383136688|137|143
10173|10004|1386411519|164|137
10148|10012|1223371420|153|188
10259|10004|1222236546|170|222
10048|10042|1212271251|61|71
10129|10035|1215787158|182|82
10299|10042|1220269692|192|171
10114|10006|1288530287|224|197
10264|10033|1291804973|86|112
10007|10007|1345818454|127|114
10057|10002|1212924133|167|92
10105|10005|1347296305|151|230
10214|10038|1271955186|136|215
10198|10002|1240304816|97|153
10219|10030|1425136684|95|210
10072|10036|1408937035|145|193
10260|10029|1370754698|225|153
10038|10013|1270333402|149|186
10146|10004|1329963929|107|104
10165|10015|1344596879|217|70
10086|10038|1265453130|172|122
10208|10028|1361980717|76|76
10160|10016|1395517387|80|230
10149|10007|1345269800|163|65
10158|10034|1342790485|198|122
10135|10030|1422012383|131|164
10116|10001|1213426135|163|154
10090|10022|1263339933|215|220
10031|10034|1293606571|227|137
10034|10031|1405142415|50|220
10207|10014|1295997810|173|211
10086|10025|1383505173|120|229
10094|10028|1233384536|220|136
10155|10031|1378707761|67|106
10194|10025|1372797464|147|171
10293|10043|1423100113|186|102
10262|10028|1333693259|60|142
10178|10001|1437395687|191|49
10222|10040|1253525341|214|204
10188|10010|1374028157|199|174
10232|10028|1430592161|219|61
10076|10016|1255001935|116|83
10133|10038|1267362194|199|102
10216|10009|1247097548|126|174
10291|10037|1297264246|52|153
10058|10018|1378749654|89|129
10192|10039|1277965689|156|229
10136|10013|1406984552|133|138
10068|10043|1340473512|65|93
10029|10026|1346117499|114|168
10223|10020|1304774366|207|157
10034|10020|1407314767|102|73
10035|10009|1434739503|134|204
10268|10011|1223192384|105|72
10043|10000|1412157847|65|67
10236|10005|1367129803|192|109
10120|10023|1417530411|155|154
10096|10000|1344747442|113|152
10097|10009|1374139230|203|194
10107|10001|1261305324|194|134
10257|10033|1398716349|174|147
10211|10036|1273168310|190|121
10062|10030|1224361791|212|190
10023|10012|1211333739|65|90
10114|10040|1292359581|106|105
10094|10027|1362551631|221|194
10166|10046|1253847686|114|177
10094|10039|1232861443|159|173
10156|10038|1432439395|112|165
10164|10033|1416281599|185|133
10248|10012|1421340281|166|98
10147|10031|1281444011|227|176
10297|10012|1206427948|83|108
10159|10000|1365219644|112|191
10043|10016|1219095748|114|75
10061|10013|1434220197|50|66
10249|10029|1227628651|202|215
10175|10030|1262765659|78|124
10023|10019|1381073237|135|93
10275|10028|1232830575|213|155
10280|10011|1261558611|138|136
10154|10001|1303942583|148|70
10096|10025|1324509294|184|88
10063|10037|1389705778|162|157
10099|10009|1288592547|54|54
10140|10039|1397537192|227|76
10209|10017|1257302326|231|160
10030|10008|1302374405|66|92
10082|10010|1397806124|120|120
10026|10033|1393316740|60|225
10187|10037|1226300925|207|52
10042|10028|1407426363|223|125
10115|10016|1317757682|194|191
10108|10010|1411544038|91|65
10033|10012|1292207719|209|219
10193|10015|1368506996|223|145
10224|10037|1300000474|201|109
10076|10025|1393202342|188|136
10197|10041|1266666435|200|219
10201|10012|1385890934|218|55
10020|10029|1253392467|53|92
10116|10007|1397562086|176|56
10144|10036|1244988052|177|200
10064|10043|1402326787|54|115
10159|10036|1328392450|201|165
10038|10015|1363135304|101|114
10016|10004|1298027290|219|230
10124|10010|1272323851|127|174
10136|10045|1394342228|102|150
10237|10000|1414838222|51|168
10247|10039|1443180146|173|81
10237|10014|1359637150|224|182
10257|10039|1263935038|181|91
10075|10000|1333545324|184|144
10064|10022|1211391126|147|148
10191|10044|1310629292|89|68
10069|10003|1415824987|220|209
10025|10032|1338363811|114|165
10201|10031|1276242360|163|66
10252|10029|1406121376|107|95
10115|10003|1322093714|101|188
10224|10036|1340523007|52|119
10058|10013|1374971822|68|134
10176|10043|1385273644|230|211
10095|10023|1396163555|135|198
10230|10027|1217049868|95|188
10001|10009|1324096034|228|80
10263|10026|1443590195|195|147
10278|10045|1227605334|132|154
10192|10016|1336863341|189|155
10029|10021|1335247271|173|165
10153|10020|1442520716|219|229
10246|10041|1342813226|56|145
10075|10014|1359270184|159|186
10234|10012|1290235374|215|60
10203|10016|1334674382|174|198
10246|10034|1355215514|65|192
10020|10000|1326466336|110|127
10008|10024|1316085450|216|149
10074|10014|1341066570|168|58
10109|10014|1219519853|57|210
10109|10040|1408946835|168|130
10287|10028|1265008468|107|86
10088|10022|1430158317|78|226
10298|10037|1431503773|60|90
10071|10031|1304465310|54|61
10069|10026|1265830806|78|221
10044|10018|1379662937|195|140
10201|10008|1388242057|157|192
10050|10000|1399445264|119|49
10141|10037|1350179091|61|118
10213|10001|1253600993|112|55
10287|10035|1416203289|160|185
10297|10015|1261184275|129|96
10214|10007|1393550365|71|84
10294|10028|1390359153|112|134
10246|10004|1389852335|87|204
10012|10007|1385576344|174|155
10248|10031|1263533061|192|151
10214|10023|1262967485|51|76
10152|10011|1324998463|135|140
10130|10038|1386173501|136|93
10184|10007|1268624817|125|143
10191|10016|1443884468|226|121
10280|10024|1289571573|162|78
10234|10000|1233293188|115|72
10157|10007|1241424140|116|108
10171|10001|1305770670|221|180
10256|10028|1407655433|111|147
10280|10022|1442940965|95|211
10259|10026|1395778440|138|175
10292|10026|1351992852|88|142
10152|10043|1254997812|140|58
10298|10012|1364369078|127|227
10175|10024|1403692545|184|220
10220|10031|1400736785|53|75
10079|10005|1250060087|187|203
10068|10041|1259835391|49|221
10078|10035|1259100239|71|232
10294|10023|1311043351|75|220
10104|10040|1253739449|214|152
10239|10002|1354424694|129|143
10118|10041|1306965271|118|80
10212|10012|1272089223|52|158
10275|10033|1381292686|163|154
10247|10046|1395463101|94|138
10009|10022|1241808587|49|203
10160|10024|1425025077|212|204
10199|10018|1429661495|67|203
10036|10020|1217134145|144|107
10045|10016|1333534778|206|125
10249|10035|1405941541|88|96
10205|10036|1292140707|66|76
10273|10020|1356510768|155|142
10075|10014|1310297724|135|97
10000|10000|1396582448|89|225
10256|10015|1388581989|103|69
10110|10016|1316206183|177|143
10173|10024|1214298981|218|114
10187|10025|1424204165|160|129
10287|10026|1248221689|223|69
10009|10041|1230103877|206|173
10087|10022|1239307237|143|223
10266|10037|1210706470|61|214
10029|10002|1286648035|65|85
10282|10017|1404474875|84|199
10105|10009|1209745857|193|211
10181|10010|1355731043|74|187
10165|10012|1345373094|164|209
10154|10029|1382136809|48|125
10275|10011|1265665828|218|193
10144|10016|1212103949|186|188
10133|10021|1439776207|80|93
10140|10027|1247290005|73|229
10157|10017|1217401087|214|97
10065|10013|1310668388|201|77
10272|10027|1248931122|75|112
10289|10014|1287446594|143|204
10174|10013|1295892048|75|84
10199|10040|1315392311|122|220
10004|10023|1375401561|187|133
10257|10029|1363542258|72|95
10160|10001|1439549420|165|193
10250|10044|1234708342|77|178
10052|10017|1360633719|89|218
10087|10015|1292467473|177|139
10131|10046|1422904148|178|48
10011|10003|1368093758|139|122
10012|10036|1205587025|111|174
10262|10000|1423165717|144|154
10153|10026|1405785103|86|191
10141|10045|1423236757|95|226
10248|10045|1264381536|190|54
10107|10024|1346601529|174|168
10112|10036|1303967912|91|141
10007|10012|1355351070|211|54
10135|10028|1345247994|89|112
10221|10009|1283258732|57|164
10224|10021|1343434636|188|225
10155|10041|1407726709|75|102
10287|10035|1373163775|103|188
10293|10029|1381095373|195|205
10293|10000|1276663966|56|110
10014|10027|1354422886|87|130
10152|10020|1239686256|150|110
10080|10022|1349950746|59|138
10051|10019|1343602327|54|68
10030|10044|1327894791|105|146
10141|10020|1423554229|61|55
10138|10043|1426597764|76|53
10211|10023|1393444576|104|68
10213|10021|1305034950|82|128
10260|10025|1241188421|165|209
10105|10020|1413300802|165|82
10232|10042|1263617027|103|140
10256|10030|1233093066|128|169
10280|10002|1364548798|203|125
10114|10035|1309723393|87|193
10163|10020|1225829876|199|68
10187|10021|1220908383|209|92
10271|10026|1417358859|94|55
10205|10031|1242396530|133|61
10148|10004|1298550616|222|104
10205|10011|1324630836|183|225
10283|10006|1292997659|60|217
10132|10042|1210813345|94|209
10044|10010|1324166961|150|127
10006|10012|1207104180|83|135
10217|10014|1312383656|200|123
10024|10032|1313691551|115|230
10187|10035|1264363257|100|151
10114|10002|1207629493|131|195
10263|10016|1413868026|141|143
10117|10012|1423220263|167|217
10155|10036|1267466073|161|197
10223|10005|1341580740|116|160
10163|10045|1276830436|95|190
10295|10046|1292610250|150|207
10151|10044|1352022960|65|84
10290|10036|1322600505|170|216
10006|10045|1354318534|167|155
10257|10046|1234001730|173|117
10102|10041|1267677140|83|161
10041|10032|1371632133|93|138
10168|10034|1293622614|63|221
10290|10023|1434641600|147|176
10059|10011|1400139709|199|99
10206|10042|1422331351|186|206
10095|10008|1296515684|118|145
10202|10011|1315928156|81|111
10168|10006|1230110776|216|68
10160|10007|1248626627|215|87
10152|10043|1350812475|114|209
10287|10031|1410585368|48|122
10015|10026|1365613314|67|219
10249|10041|1292499251|91|179
10075|10036|1252640590|97|117
10156|10014|1291061138|49|129
10262|10018|1254174576|105|230
10289|10025|1239830438|220|125
10026|10019|1435239375|217|224
10107|10038|1291490510|129|193
10064|10008|1346470492|88|94
10037|10006|1390846025|230|106
10220|10019|1405479448|222|77
10029|10046|1400620040|117|204
10292|10042|1206801557|191|75
10241|10016|1295621765|81|108
10189|10020|1368867163|71|184
10034|10027|1280393525|100|192
10014|10014|1300501998|171|87
10066|10020|1392770369|57|150
10115|10045|1267874928|93|62
10190|10009|1233704616|147|52
10254|10040|1380153305|174|103
10193|10024|1294171318|130|196
10181|10001|1328760713|117|155
10088|10026|1272217190|228|142
10174|10035|1237277934|58|92
10135|10017|1342192792|174|121
10083|10039|1249542983|118|97
10043|10002|1374812190|65|172
10185|10001|1401037818|191|118
10066|10042|1264491008|133|57
10208|10024|1377107252|54|146
10016|10025|1332525896|197|129
10169|10006|1233426295|64|202
10098|10024|1398446312|87|101
10130|10003|1388159629|230|131
10133|10043|1433362024|228|71
10046|10023|1342546114|102|90
10292|10001|1326817366|198|195
10245|10043|1243073409|168|142
10165|10038|1412098030|133|62
10140|10046|1245819001|60|87
10215|10022|1413095995|147|119
10285|10026|1343277180|182|219
10123|10034|1326316016|227|154
10073|10007|1239445863|97|218
10186|10012|1225404731|130|71
10038|10042|1394571291|122|95
10060|10033|1334608481|93|79
10061|10024|1232007468|67|98
10192|10037|1313532046|84|50
10271|10042|1319295515|143|145
10028|10003|1227876553|108|85
10006|10003|1349177163|138|79
10007|10046|1392424046|64|86
10212|10044|1216208729|162|72
10255|10035|1288057877|150|166
10080|10016|1260874207|55|226
10000|10042|1290603959|113|145
10060|10024|1309657359|102|105
10276|10026|1366282510|168|216
10255|10030|1345087889|193|198
10228|10026|1361155957|145|96
10257|10035|1254717539|71|211
10154|10009|1341805091|154|188
